PartyID,PartyName,LicenseTypeID,LicenseType,Current_Salesmen,Cases_Last45Days,Cases_FY25_26,City,Pincode,Address,Verdict,Notes
D07385,LUCKY BEER SHOPEE (LONAVALA),180004,Beer Shopee,SM3=SURESH NAIR,0.0,166.0,,,"Building-CTS NO 14 A S NO 110,street-NEAR OLD MUMBAI PUNE ROAD,Area-TUNGARLI, Landmark-GURUKRUPA BUI",,
D07329,M J BEER SHOPEE ( FURSUNGI ),180004,Beer Shopee,SM3=SURESH NAIR,0.0,0.0,PUNE,412308,"SANKALP MARKET WING , SHOP NO 7 , PHURSUNGI , TAL HAVELI , DIST PUNE ",,
D07390,M K BEER SHOPEE (MANCHAR),180004,Beer Shopee,SM3=SURESH NAIR,0.0,75.0,,,"Building-Shop No 2,street-Manchar,Area-Manchar, Landmark-ZP Shala mage, City-Manchar",,
D00618,M R KARPE (GHODEGAON),180001,FL II (Wine shop),SM1=Z SANJAY NAGPAL Â· SM3=SURESH NAIR,0.0,0.0,PUNE,,GHODEGAON TAL : AMBEGAON DIST : PUNE,,
D00121,M S WINES (YERWADA),180001,FL II (Wine shop),SM1=SACHIN KAMBLE Â· SM2=AJAY Â· SM3=SURESH NAIR,0.0,25.0,  7,411 006,"S.NO.247/1 B.K.APTS,YERWADA, PUNE",,
D02505,M V WINES (UNDRI),180001,FL II (Wine shop),SM1=Z KISHOR CHANDAK Â· SM3=SURESH NAIR,0.0,15.0,PUNE,,"SR NO.5 , CAPALA CASSTONE , SHOP NO.4 , UNDRI M TALUKA HAVELI",,
D07386,M.H.DAUNDKAR (KHED),180006,CL III (OTHERS),SM3=SURESH NAIR,0.0,491.0,,,CHAKAN SHIKRAPUR ROAD SHELPIMPALGAON TAL KHED DIST PUNE,,
D00245,MADHURA PERMIT ROOM (MANCHAR).,180002,FL III (Permit Room),SM1=Z RAJENDRA PRASAD Â· SM3=SURESH NAIR,0.0,5.0,,,H NO 341 MANCHER AMBEDGAON DIST :- PUNE,,
D00123,MADIRA WINES (KHARADI),180001,FL II (Wine shop),SM1=SACHIN KAMBLE Â· SM2=AJAY Â· SM3=SURESH NAIR,0.0,111.0,  6,411 002,"S NO.1, /1A1/1/2, GLOBAL BUSINESS HUB SHOP NO 21,EON IT PARK KHARADI",,
D06138,MAHARAJ WINES ( JEJURI ),180001,FL II (Wine shop),SM1=Z SHANKAR SHINDE Â· SM3=SURESH NAIR,0.0,75.0,PUNE,,"GAT NO.624,C.S.NO.1516,VIDYANAGAR,JEJURI,TAL-PURANDAR,DIST-PUNE",,
D06164,MAHARAJA BEER SHOPEE (SG),180004,Beer Shopee,SM1=CROSS SUPPLY Â· SM3=SURESH NAIR,0.0,5.0,PUNE,,S. NO. 32 A/8 DATTANAGAR THERGAON PUNE,,
D00125,MAHARAJA WINE (S'NAR),180001,FL II (Wine shop),SM1=SHASHANK Â· SM2=DEEPAK PATIL Â· SM3=SURESH NAIR,0.0,98.0,  4,,DEEP BUNGLOW CHOWK SHIVAJI NAGAR PUNE,,
D00247,MAHARASHTRA WINES (LONAVALA),180001,FL II (Wine shop),SM1=Z SANTOSH JAGTAP Â· SM3=SURESH NAIR,0.0,22.0,,,ANNAPURNA GAULIWADA LONAWALA DIST:- PUNE,,
D00248,MAHESH WINES,180001,FL II (Wine shop),SM1=SACHIN KAMBLE Â· SM2=AJAY Â· SM3=SURESH NAIR,0.0,160.0,  7,,BRAHMA PARK VISHRANTWADI PUNE,,
D07338,MAHI BEER AND WINE SHOPEE,180004,Beer Shopee,SM3=SURESH NAIR,0.0,15.0,PUNE CITY,413102,"SR NO 274 , B 3 PLOT A WING , GROUND FLOOR , SHOP NO G5",,
D07453,MAITRI BEER SHOPEE,180004,Beer Shopee,SM3=SURESH NAIR,0.0,30.0,,,"GAT NO.169, SHOP NO.4, KESHAV MAGALKARYALAY, BUILDING -01, TRIVENINAGAR TALWADE PUNE",,
D07391,MALHAR HOTEL-817 (GHODEGAON),180002,FL III (Permit Room),SM3=SURESH NAIR,0.0,0.0,,,"MILKAT NO. 1466, S.NO. 177, 1+3+5 GHODEGAON, TAL-AMBEGAON DIST PUNE DIST-PUNE",,
D01376,MANGESH BEER SHOPEE,180004,Beer Shopee,SM3=OMKAR PAWAR,0.0,153.0,PUNE,,S NO 59 /A 2/2/540 TARVADE WAS MAHMADWADI HADPSAR PUNE,,
D07392,MANIKMOTI BEER SHOPEE (LONAVALA),180004,Beer Shopee,SM3=SURESH NAIR,0.0,40.0,,,"GAT NO. 164,KURVANDE, BUSHIGOAN,TAL.MAVAL",,
D00128,MANJIT PERMIT ROOM (TALEGAON),180002,FL III (Permit Room),SM1=Z RAJENDRA PRASAD Â· SM3=SURESH NAIR,0.0,22.0,,,TALEGAON DIST :- PUNE ,,
D07393,MANSI BEER SHOPEE (MANCHAR),180004,Beer Shopee,SM3=SURESH NAIR,0.0,15.0,,,"SAMARTH COMPLEX SHOP NO.12,MANCHAR, TAL-AMBEGAON DIST-PUNE",,
D00129,MARKET WINE,180001,FL II (Wine shop),SM1=CROSS SUPPLY Â· SM3=OMKAR PAWAR,0.0,15.0,  3,,"SNO 20/1 , DHANKAWADI PUNE",,
D07461,MASTANI BEER SHOPEE (GHODEGAON),180004,Beer Shopee,SM3=SURESH NAIR,0.0,10.0,PUNE,,"GALA NO.8,DEVKI PLAZA,GHODEGAON ROAD,MNACHAR, TAL-AMBEGAON DIST-PUNE",,
D07299,MAYUR FOOD CENTER HOTEL,180002,FL III (Permit Room),SM3=SURESH NAIR,0.0,0.0,PUNE,,MILKAT NO  3008 3008 1 ALE  MARKET YARD ALEPHATA TA JUNNAR PUNE,,
D07394,MAYUR HOTEL (KHED),180002,FL III (Permit Room),SM3=SURESH NAIR,0.0,11.0,,,"GAT NO.1311, MILKAT NO.6285/2, CHAKAN TAL KHED DIST PUNE",,
D06135,MEDORI RESTO BAR (HADAPSAR),180002,FL III (Permit Room),SM1=ATISH Â· SM3=SURESH NAIR,0.0,0.0,PUNE,411028,S.NO 201.168 SHOP NO 2 A WING ROHAN PLAZA SADESATRA NALI HADPSAR PUNE,,
D07448,MEET BEER SHOPEE (ALANDI),180004,Beer Shopee,SM3=SURESH NAIR,0.0,10.0,,,PUNE ALANDI ROAD WADMUKHVADI PUNE.,,
D07395,MILAN WINES (MAVAL),180001,FL II (Wine shop),SM3=SURESH NAIR,0.0,6.0,,,"243, VEHARGOAN TAL-MAVAL,DIST-PUNE.",,
D07465,MILIND BEER SHOPPE SHELPIMPALGAV),180004,Beer Shopee,SM3=SURESH NAIR,0.0,0.0,,,MILKAT NO 605 CHAKAN SHIKRAPAUR ROAD SHELPIMPALGAV PUNE,,
D07446,MODERN REST HOTEL,180002,FL III (Permit Room),SM3=SURESH NAIR,0.0,0.0,,,"S.NO.267/4,NARAYANGAON, TAL-JUNNAR, DIST-PUNE",,
D06545,MOHINI BEER SHOPPE(PIMPRI),180004,Beer Shopee,SM1=OMKAR PAWAR Â· SM3=SURESH NAIR,0.0,0.0,PUNE,,"SR.NO.101,SHIVREKHA APPT. NEHARU NAGAR PIMPRI PUNE",,
D07396,MOTIRAM HOTEL (LONAVALA),180002,FL III (Permit Room),SM3=SURESH NAIR,0.0,0.0,,,"SN NO.88/1B/1,BHUSHI VILLAGE INS SHIVAJI ROAD,LONAVALA",,
D00138,MUKESH WINES.(WAKAD),180001,FL II (Wine shop),SM1=Z SHANKAR SHINDE Â· SM3=SURESH NAIR,0.0,91.0,,,"SR.NO.193,GAT NO.6/7,SHOP NO.7 & 8,RIDHI SIDHI APPARTMENT,WAKAD,TAL-MULSHI",,
D07211,N D BEER SHOPPE (MARUNJI),180004,Beer Shopee,SM3=SURESH NAIR,0.0,0.0,PUNE,,S.NO.12/4 P.NO.553 MARUNJI  TAL- MULSHI,,
D01865,NAGMANI HOTEL (CHINCHWAD),180002,FL III (Permit Room),SM1=Z NITIN KAPRE Â· SM3=SURESH NAIR,0.0,0.0,PUNE,,"PLOT NO. PAP-1, BAJAJ SCHOOL, D-1 BLOCK, MIDC CHINCHWAD",,
D07454,NANA BEER SHOPEE (BELHE JUNNAR),180004,Beer Shopee,SM3=SURESH NAIR,0.0,426.0,,,"A/P,BELHE, TAL-JUNNAR DIST-PUNE",,
D00140,NANDA WINES,180001,FL II (Wine shop),SM1=SACHIN KAMBLE Â· SM2=AJAY,0.0,5.0,  7,411 043,"S.NO.55/ 1 + 67/ 1  B -2/1/2 , SHOP NO.1  GOKUL NAGAR DHANORI PUNE",,
D00643,NANDINI HOTEL (MANCHAR),180002,FL III (Permit Room),SM1=Z RAJENDRA PRASAD Â· SM3=SURESH NAIR,0.0,9.0,PUNE,,MANCHER TAL AMBEGAON ,,
D00623,NANDINI PERMIT ROOM,180002,FL III (Permit Room),SM1=Z RAJENDRA PRASAD Â· SM3=SURESH NAIR,0.0,0.0,,,MANCHAR DIST :- PUNE ,,
D06258,NASHA WINE AND DINE,180002,FL III (Permit Room),SM1=TULSIRAM Â· SM3=ABID,0.0,0.0,PUNE,,SHOP NO. A 4 SR NO 41 A 2 1 MAHESH GALAXY WADGAON BDK,,
D02440,NATIONAL HOTEL (DHANKAWADI),180002,FL III (Permit Room),SM1=CROSS SUPPLY Â· SM3=OMKAR PAWAR,0.0,1.0,PUNE,,S.NO 30/1 NITYANAND SOC. BALAJI NAGAR DHANKAWADI PUNE,,
D06305,NATIONAL HOTEL (HADAPSAR),180002,FL III (Permit Room),SM1=ATISH Â· SM3=SURESH NAIR,0.0,0.0,PUNE,,SR NO. 135 HISSA NO.2/2A/2 HADAPSAR,,
D06858,NATIONAL WINE & BEER SHOPPEE (H),180004,Beer Shopee,SM3=SURESH NAIR,0.0,5.0,PUNE,,SHOP NO 5 RASKAR CHOWCK MAGARPATTA ROAD HADAPSAR,,
D06905,NATIONAL WINE AND LIQUOR BAR RESTAURANT,180002,FL III (Permit Room),SM1=ATISH Â· SM3=SURESH NAIR,0.0,2.0,PUNE,,GHAR NO 161 GROUND FLOOR GHORAPADI GAON PUNE,,
D06802,NATIONALS WINE POINT BAR & REST,180002,FL III (Permit Room),SM1=CROSS SUPPLY Â· SM3=SURESH NAIR,0.0,2.0,PUNE,,SHED NO1 JAY MALHAR NEAR TOPAS TILES SANSWADI SHIRUR,,
D00662,NATRAJ PERMIT ROOM (OTUR),180002,FL III (Permit Room),SM1=Z RAJENDRA PRASAD Â· SM3=SURESH NAIR,0.0,0.0,,,OTUR TAL.JUNNAR ,,
D07398,NEELAYAM GARDEN-848-(JUNNAR),180002,FL III (Permit Room),SM3=SURESH NAIR,0.0,10.0,,,"GHAR NO 1618 GAT NP 672/1A WARULWADI, NARAYANGAON, TAL-JUNNAR DIST-PUNE",,
D00534,NELAYAM PR ROOM (NARAYANGAON),180002,FL III (Permit Room),SM3=SURESH NAIR,0.0,25.0,PUNE,,"WARULWADI NARAYANGAON, ",,
D07399,NEW ASHOKA HOTEL (NARAYANGAON),180002,FL III (Permit Room),SM3=SURESH NAIR,0.0,0.0,,,"GAT NO.1178/1, RANJANI, TAL-AMBEGAON DIST-PUNE	",,
D07442,NEW B S BEER SHOPEE,180004,Beer Shopee,SM3=SURESH NAIR,0.0,62.0,,,"VIJAY NAGAR, ALSFANSA ROAD KALEWADI PIMPRI PUNE",,
D07400,NEW MIRCHI HOTEL (VARALE),180002,FL III (Permit Room),SM3=SURESH NAIR,0.0,0.0,,,"GAT NO 50 MILKAT NO 907,VARALE",,
D06274,NEW SONAI BEER SHOPEE (AMBEGAON),180004,Beer Shopee,SM3=ABID,0.0,20.0,PUNE,,SR NO.33 JAMBHULWADI  ROAD AMBEGAON PUNE,,
D06160,NEW SONAL WINES (PREETAM WINES),180001,FL II (Wine shop),SM1=Z KISHOR CHANDAK Â· SM3=SURESH NAIR,0.0,100.0,PUNE,,YEWATBHULESHWAR PUNE SOLAPUR RD PUNE,,
D07401,NIKHIL BEER SHOPEE (OTUR),180004,Beer Shopee,SM3=SURESH NAIR,0.0,50.0,,,"Building-GAT NO 494,street-MEENA RESIDENCY,Area-EKTA NAGAR, Landmark-PUNE NASHIK HIGHWAY, City-CHAKA",,
D07397,NILAM AND TRISHA LODGING	,180002,FL III (Permit Room),SM3=SURESH NAIR,0.0,0.0,,,MILKAT NO 250 GAT NO 143 SUDWADI TAL MAVAL DIST PUNE,,
D06643,NINE DOWN TOWN WINE STORE( HINJEWADI),180001,FL II (Wine shop),SM1=CROSS SUPPLY Â· SM3=SURESH NAIR,0.0,70.0,PUNE,,"SR.NO.220/2,220/5/1,220/5/3/1,SHOP NO.14 TO 20 SAI VINTAGE REALITY,HINJEWADI,",,
D07204,NIRVANA BEER SHOPEE ( NIGDI ),180004,Beer Shopee,SM3=SURESH NAIR,0.0,0.0,PUNE,,PLOT NO 155 A SHOP NO-15 NO 23 NIGDI PUNE,,
D02301,NISARG BEER & WINE SHOPEE (SG),180004,Beer Shopee,SM3=ABID,0.0,14.0,PUNE,,"SHOP NO A 9, MAHESH GALAXY WADGAON B. PUNE",,
D00147,NITIN WINES,180001,FL II (Wine shop),SM1=Z SHANKAR SHINDE Â· SM3=SURESH NAIR,0.0,100.0,,,KASBA PETH BARAMATI DIST :-PUNE,,
D00060,NOBLE WINES,180001,FL II (Wine shop),SM3=SURESH NAIR,0.0,100.0,PUNE,,"MILKKAT NO.1771, SHIKRAPUR - PABAL ROAD. TAL-SHIRUR.",,
D07336,OMKAR BEER SHOPEE ( MULSHI ),180004,Beer Shopee,SM3=SURESH NAIR,0.0,25.0,PUNE CITY,,"AT POST MALE , TAL MULSHI ",,
D06936,P R BEER SHOPPEE (HADAPSAR),180004,Beer Shopee,SM3=SURESH NAIR,0.0,0.0,PUNE,,HISA NO 342 MANJARI BUDURK HADPSAR,,
D01582,PADMA PALACE,180002,FL III (Permit Room),SM1=CROSS SUPPLY Â· SM3=OMKAR PAWAR,0.0,0.0,  3,,"SHOP. NO. 2, THE GANESH COMPLE S.NO. 33/5/4, DHANKAWADI PUNE",,
D07349,PAIGUDE BEER AND WINE SHOPPE( SHIVANE),180004,Beer Shopee,SM3=SURESH NAIR,0.0,27.0,PUNE,,SHOP NO 2 MORE COMPLEX NO 16/13 SHIVANE PUNE,,
D07198,PALLAVI HOTEL (DAPODI),180002,FL III (Permit Room),SM3=SURESH NAIR,0.0,5.0,PUNE,,SNO 54 H NO 18 DAPODI,,
D01299,PANCHARATNA BEER SHOPPY (D),180004,Beer Shopee,SM3=OMKAR PAWAR,0.0,0.0,PUNE,,"SR. NO. 73, ASHOKA AGAM BLDG. C WING,  NEAR WONDERCITY KATRAJ, PUNE",,
D07263,PARDESHI PERMIT ROOM.(CHAKAN),180002,FL III (Permit Room),SM3=SURESH NAIR,0.0,0.0,PUNE,,"1183, CHAKAN, TAL KHED, PUNE",,
D07402,PARTY GARDEN HOTEL (JUNNAR),180002,FL III (Permit Room),SM3=SURESH NAIR,0.0,5.0,,,"AMRAPUR,TAL-JUNNAR,DIST-PUNE",,
D01172,PATIL WINES,180001,FL II (Wine shop),SM1=CROSS SUPPLY Â· SM3=SURESH NAIR,0.0,115.0,  3,,"SHOP.NO, 21, GANESH MARKET GANGA DHAM CHOWK, PUNE-37",,
D06488,PAVANA TOWN BEER SHOPEE (MAVAL KALE),180004,Beer Shopee,SM1=Z SANTOSH JAGTAP Â· SM3=SURESH NAIR,0.0,0.0,PUNE,,"GAT.NO.85,KALAE VILLAGE,TAL MAVAL,DIST-PUNE",,
D01468,PEGWINN BEER SHOPEE,180004,Beer Shopee,SM3=OMKAR PAWAR,0.0,18.0,  7,,"FLAT NO 36+37+38 /1 SHOP NO , 8 CHETANA CO. OP.H.S KALYALINAGAR PUNE",,
D07490,PESHWA WINE DINE,180002,FL III (Permit Room),SM3=SURESH NAIR,0.0,4.0,PUNE CITY,,"SR NO 241, 3/1 , A WING SHOP NO 1 AND 2 , PRATHAMESH SANKUL , WAKAD ",,
D07518,PINCACHO FAMILY RESTAURANT AND BAR,180002,FL III (Permit Room),SM3=SURESH NAIR,0.0,19.23,PUNE CITY,412308,"SR NO 94/1, KATRAJ BAYPASS RD , HANDEWADI , NEAR MAYUR WEIGHT , AUTADWADI",,
D06422,PINGARA HOTEL (BAVDHAN),180002,FL III (Permit Room),SM1=TULSIRAM Â· SM3=SURESH NAIR,0.0,17.95,PUNE,,S NO 298 1 AND 293 3 MILKAT 0786 NEAR DSK TOYOTA,,
D07266,POOJA BEER SHOPEE ( MARKAL ),180004,Beer Shopee,SM3=SURESH NAIR,0.0,160.0,PUNE,,"A/P-MARKAL,TAL-KHED,DIST-PUNE,MARKAL MIDC.",,
D00249,POONA WINES(MAZDA & SONS),180001,FL II (Wine shop),SM1=CROSS SUPPLY Â· SM3=OMKAR PAWAR,0.0,45.0,  3,,"BIBVEWADI, PUNE",,
D07449,POONAM BEER SHOPEE (BHOSARI),180004,Beer Shopee,SM3=SURESH NAIR,0.0,20.0,,,SANKESHWAR COMPLEX BHOSARI MIDC INDRAYANI NAGAR BHOSARI PUNE.,,
D07374,PRANAV HOTEL (NARAYANGAON),180002,FL III (Permit Room),SM2=DEEPAK PATIL Â· SM3=SURESH NAIR,0.0,15.0,,,"Old Sr No 326-3 New Sr No 354-5-1,Near Walzade Mala",,
D07348,PRASHANT WINE & BEER SHOPE ( KUNJIRWADI),180004,Beer Shopee,SM3=SURESH NAIR,0.0,125.0,PUNE,,BULIDING SHOP NO 8 STREET TUPE COMPLEX THEUR PHATA  KUNJIRWADI PUNE,,
D07450,PRATAP BEER AND WINE SHOPEE,180004,Beer Shopee,SM3=SURESH NAIR,0.0,20.0,,,"GAT NO 51, SHOP NO 11,MOSHI ALANDI ROAD, MANTHAN BUILDING, DUDULGAV TAL HAVELI DIST PUNE",,
D02684,PRATHAM WINES WORLD ( BANER),180001,FL II (Wine shop),SM1=SHASHANK Â· SM2=DEEPAK PATIL Â· SM3=SURESH NAIR,0.0,71.0,PUNE,411045,"SHOP NO 2/3  MOUNT UNIQUE SOC, BANER 45",,
D07224,PRATHAMESH BEER SHOPEE (PIMLE NILAKH),180004,Beer Shopee,SM3=SURESH NAIR,0.0,21.0,PUNE,,SHOP NO 4 MORYA SHITIZ KRANTI NAGAR PIMPLE NILAKH SUNDH CAMP PUNE,,
D07447,PRATHAMESH BEER SHOPEE-340 (MULSHI),180004,Beer Shopee,SM3=SURESH NAIR,0.0,0.0,,,"M.NO. 116, KUMBHERI, KUMBHERI,TAL- MULASHI PUNE",,
D06204,PRATHAMSHREE WINES (MAHLUNGE),180001,FL II (Wine shop),SM1=CROSS SUPPLY Â· SM3=SURESH NAIR,0.0,0.0,,,SR.NO 45/1/2 MILKAT NO 703 SHOP NO 8.9 MAHLUNGE TA MULSHI DIST. PUNE,,
D07437,PRATIK HOTEL (BHOASRI),180002,FL III (Permit Room),SM3=SURESH NAIR,0.0,0.0,,,"SN 19/2, DHAVADE VASTI BHOSARI",,
D06669,PRINCE WINE & BEER SHOPEE,180004,Beer Shopee,SM3=SURESH NAIR,0.0,5.0,PUNE,,PUNE SOLAPUR ROAD GADI TAL HADPSAR,,
D06381,PRUTHVIRAJ BEER SHOPEE (MIDC-BARAMATI),180004,Beer Shopee,SM1=Z SHANKAR SHINDE Â· SM3=SURESH NAIR,0.0,25.0,PUNE,,"MILKAT NO, 473, GAT NO. 295 SA M I D C TAL BARAMATI",,
D07403,PUJA BEER SHOPEE,180004,Beer Shopee,SM3=SURESH NAIR,0.0,0.0,,,"A/P-MARKAL,TAL-KHED,DIST-PUNE,MARKAL MIDC.	",,
D07404,PUMBAI GATE (KIWALE),180002,FL III (Permit Room),SM3=SURESH NAIR,0.0,0.0,,,"S NO 36 12B S S LANDMARK SHAGUN GROUND FLOOR KIWALE ,OPPOSITE TO D MART STORE",,
D06793,QUARTER NINTY BAR AND RESTAURANT,180002,FL III (Permit Room),SM1=CROSS SUPPLY Â· SM3=SURESH NAIR,0.0,2.0,PUNE,,BHARAT PETROL PUMP RAJANGAON SHIRUR PUNE,,
D07406,R A BEER AND WINE SHOPEE (TALEGAON),180004,Beer Shopee,SM3=SURESH NAIR,0.0,0.0,,,"Building-PLOT NO 127 B CTS NO,street-TAPODHAN COLONY,Area-TALEGAON DABHADE, Landmark-SAVANT CORNER, ",,
D02462,R B BEER SHOPEE (H),180004,Beer Shopee,SM3=OMKAR PAWAR,0.0,100.0,PUNE,,SR NO 163/1A 25 BHOSALE NAGAR HADAPSAR  PUNE,,
D07405,R K  HOTEL (JUNNAR),180002,FL III (Permit Room),SM3=SURESH NAIR,0.0,0.0,,,"MALMATTA NO 4073 NAGAR-ALEPHATA ROAD ALE,TQ JUNNAR DIST PUNE	",,
D01254,R K BEER SHOPEE (AUNDH),180004,Beer Shopee,SM3=OMKAR PAWAR,0.0,0.0,PUNE,,SR NO.240 SHOPE NO.B-7 DP ROOD AUNDH PUNE,,
D07498,R K BEER SHOPPEE,180004,Beer Shopee,SM3=SURESH NAIR,0.0,5.0,PUNE CITY,,"SR NO 43 , ASHOK NAGAR , SHOP NO C/S 29 , KHARADI HADAPSAR BYPASS RD , CHANDAN NAGAR , PUNE",,
D07375,R K WINE BEER BAR AND PERMIT ROOM (GHODEGAON),180002,FL III (Permit Room),SM3=SURESH NAIR,0.0,0.0,,,"GAT NO 172/13/B ,MILKAT NO 2186,GHODEGAON TAL-AMBEGAON DIST-PUNE",,
D02617,R K WINES (KATRAJ),180001,FL II (Wine shop),SM1=CROSS SUPPLY Â· SM3=OMKAR PAWAR,0.0,5.0,PUNE,,"SR. NO. 83/2,A/2/1 VARDHMAN GARDEN, SHOP NO. 20/21 KATRAJ",,
D07664,R R BEER AND WINE SHOPEE,180004,Beer Shopee,SM3=SURESH NAIR,0.0,30.0,,,SAGAR ASHIYANA SHOP NO. 1 BAVDHAN PUNE,,
D06410,R.R.WINES ( SHIVANE ),180001,FL II (Wine shop),SM1=Z SHANKAR SHINDE Â· SM3=SURESH NAIR,0.0,0.0,PUNE,,"SR.NO.14,BHIKOBADADA,MORENAGAR,NDA.ROAD SHIVANE,TAL-HAVELI,DIST-PUNE",,
D01268,R.T.BEER SHOPEE,180004,Beer Shopee,SM3=SURESH NAIR,0.0,5.0,PUNE,,"SHOP,NO. 15, S.NO.36,ADARSH COL., TINGARENAGR,PUNE",,
D00272,RACHANA HOTEL S.NAGAR (RLY STN),180002,FL III (Permit Room),SM1=PRASHANT THORAT,0.0,5.0,  4,411 005,"NEAR SHIVAJINAGAR RLY STATION, PUNE",,
D01861,RAHUL WINES(THERGAON),180001,FL II (Wine shop),SM1=Z SANJAY NAGPAL Â· SM3=SURESH NAIR,0.0,26.0,PUNE,,"S.NO.13/12 THERGAON,TAL-MULSHI, DIST-PUNE",,
D07646,RAJ BEER SHOPEE (LONAVALA) ,180004,Beer Shopee,SM3=SURESH NAIR,0.0,30.0,PUNE,,"BANGARWADI , LONAVALA ",,
D02699,RAJ WINES & WINE SHOPEE (WARJE) (SG),180004,Beer Shopee,SM1=TULSIRAM Â· SM3=SURESH NAIR,0.0,28.0,PUNE,411052,NEHA COMPLEX SHOP NO 4 SR.NO 15 NDA ROAD PUNE WARJE,,
D02287,RAJ WINES ( HINJEWADI ),180001,FL II (Wine shop),SM3=SURESH NAIR,0.0,2.0,PUNE,,"SR.NO.6/11,GAT.NO.538,HINJEWADI,TAL-MULSHI,DIST-PUNE",,
D00179,RAJ WINES ( VISHRANTWADI),180001,FL II (Wine shop),SM1=SACHIN KAMBLE Â· SM2=AJAY Â· SM3=SURESH NAIR,0.0,10.0,  7,,"S.NO 111,PLOT NO.198,BLDG.NO. SHOP NO.12.GADIWADAR HSG.SOC VISHRANTWADI.",,
D00467,RAJANI GANDHA HOTEL (HADAPSAR),180002,FL III (Permit Room),SM1=ATISH Â· SM3=SURESH NAIR,0.0,15.0,  2,411 028,"SHOP NO.17, AMARPEET BLDG, HADAPSAR",,
D01764,RAJDHANI BEER SHOPPY & WINE,180004,Beer Shopee,SM1=CROSS SUPPLY Â· SM3=OMKAR PAWAR,0.0,5.0,PUNE,,"SR. NO. 161, VASTU SAMRUDHI APTS,SHOP NO. 9 BHOSALENAGAR HADAPSAR",,
D00183,RAJDHANI WINES,180001,FL II (Wine shop),SM1=SACHIN KAMBLE Â· SM2=AJAY Â· SM3=OMKAR PAWAR,0.0,4.0,  2,411 028,CTS.NO.1 SHOP NO.7 HADAPSAR PUNE,,
D02531,RAJHANS WINES (BARAMATI),180001,FL II (Wine shop),SM1=Z SHANKAR SHINDE Â· SM3=SURESH NAIR,0.0,0.0,PUNE,,"GANESH COMPLEX SHOP.NO.37,INDAPUR CHOWK, BARAMATI",,
D07451,RAJVEER BEER SHOPEE (MOSHI),180004,Beer Shopee,SM3=SURESH NAIR,0.0,26.0,,,"GAT NO 272, 1/6, GAIKWAD WASTI, NASHIK HIGHWAY, MOSHI TOLL NAKA, MOSHI, TAL HAVELI, DIST PUNE",,
D07407,RAJYOG COUNTRY BAR,180006,CL III (OTHERS),SM3=SURESH NAIR,0.0,30.0,,,BLOCK NO.1 RUPEE NAGER TALWADE PUNE,,
D02441,RASAGANDHA (GANDHARVA ) RESTAURANT (SHIVAJINAGAR),180002,FL III (Permit Room),SM1=PRASHANT THORAT Â· SM3=SURESH NAIR,0.0,5.0,PUNE,,1291/1292 J.M. ROAD SHIVAJINAGR PUNE,,
D06296,RASRAJ BEER SHOPPEE (WARJE),180004,Beer Shopee,SM1=TULSIRAM Â· SM3=SURESH NAIR,0.0,108.0,PUNE,,S NO. 106/1/3 KARAN PLAZA 2 SHOP NO. 4 WARJE,,
D06920,RAUT WINES (PUNAWALE),180001,FL II (Wine shop),SM1=Z SANTOSH JAGTAP Â· SM2=AJAY Â· SM3=SURESH NAIR,0.0,18.0,PUNE,,SHOWROOM NO 3 AND 4 STILT FLOOR SAI PARDESE BUILDING NO 1.S NO 12/1 TO 12/7 PLOT NO C PUNAWALE PUNE,,
D07520,RAVAJI PATIL  RESORT,180002,FL III (Permit Room),SM3=ABID,0.0,1.0,PUNE,,"GAT NO 22 1A KASHEDI TAL VELHE , KASHEDI, Koshimghar, Velhe, WADGAON BK , Sinhgad Road,",,
D07408,REAL STAR BEER SHOPEE (JUNNAR),180004,Beer Shopee,SM3=SURESH NAIR,0.0,20.0,,,"MILKAT NO.819,AGAR MAHADEVNAGAR, TAL-JUNNAR DIST-PUNE",,
D00283,REGAL WINES (LONAVALA),180001,FL II (Wine shop),SM1=CROSS SUPPLY Â· SM3=SURESH NAIR,0.0,25.0,PUNE,,B P ROAD LONAVALA DIST :- PUNE,,
D01373,RELAX  BEER SHOPEE (B.T.KAWADE),180004,Beer Shopee,SM3=OMKAR PAWAR,0.0,0.0,PUNE,,SURVEY NUM 73 ESTERN COURT B T KAWADE ROAD GHORPADI,,
D02345,RELAX  HOTEL(BHOR)-1251,180002,FL III (Permit Room),SM1=Z KISHOR CHANDAK Â· SM3=SURESH NAIR,0.0,0.0,PUNE,,MAGALWAR PETH BHOR,,
D02349,RELAX BEER SHOPPE(DAUND),180004,Beer Shopee,SM1=Z KISHOR CHANDAK Â· SM3=SURESH NAIR,0.0,675.0,PUNE,,SAMRUDHI APPRT SHOP NO. 11 DAUND,,
D02275,RELAX WINES ( PIMPRI ),180001,FL II (Wine shop),SM1=Z KISHOR CHANDAK Â· SM3=SURESH NAIR,0.0,5.0,PUNE,,"ROYAL AVENUE SHOP NO.1,SR.NO.18/11/6,RAHATNI TAL-HAVELI,DIST-PUNE",,
D00284,RELAX WINES (BIBEWADI),180001,FL II (Wine shop),SM3=SURESH NAIR,0.0,0.0,  3,411 037,"588/2B,PLOT NO.10 SHOP NO.1.SUNITA APTS. BIBEWADI",,
